tweet_id,orig_tweet,label,author_id,lang,tweet,vader,vader_category,textblob,textblob_category,bayes_category
5.35e+17,.@namibia_news urge namibia 2 stop trade! blood money=death 2 species! yes2 #lifenotextinction http://t.co/lpuazzfqv3 http://t.co/ari4c1frvo,-1,26861035.0,en,. urge namibia 2 stop trade! blood money=death 2 species! yes2 #lifenotextinction  ,-0.4184,-1,0.0,0,-1
1.4e+18,"rt @5150midwest: my new mug, in honor of my buddy, kj. 
@sedgwickcozoo #coffee #rhinos https://t.co/3rqd70hop4",0,9.159599092624712e+17,en,"  my new mug, in honor of my buddy, kj. 
 #coffee #rhinos ",0.4939,1,0.13636363636363635,1,1
1.28e+18,"from rhino horns, to pangolin scales to rosewood, the world has seen increases and decreases in the illicit trade of plants and animals during the recent five-year period, according to a new report from @unodc.

https://t.co/qzd36a4onh",0,27335898.0,en,"from rhino horns, to pangolin scales to rosewood, the world has seen increases and decreases in the illicit trade of plants and animals during the recent five-year period, according to a new report from 

",0.0,0,0.06818181818181818,1,-1
7.31e+17,"rt @pu55ygalore: alleged poaching kingpin goes to court 
https://t.co/evtfxpx6e3 #rhinos #killthetrade https://t.co/6idl1flmwk",0,22846618.0,en,"  alleged poaching kingpin goes to court 
 #rhinos #killthetrade ",0.0,0,-0.1,-1,1
8.39e+17,rt @martinshovel: rhino shot dead by poachers at french zoo https://t.co/tfqmmhf9ao,0,123425656.0,en,  rhino shot dead by poachers at french zoo ,-0.6486,-1,-0.1,-1,-1
1.13e+18,richard branson speaks out against rhinoceros-horn trade - members of few species face a greater threat from poaching than rhinoceroses. https://t.co/qwndct8b6f https://t.co/jecx3tonle,0,1.007299655124779e+18,en,richard branson speaks out against rhinoceros-horn trade - members of few species face a greater threat from poaching than rhinoceroses.  ,-0.2263,-1,0.15,1,1
3.99e+17,rt @nikela_wildlife: new #rhino? the heartbreaking #poaching epidemic you haven’t heard of yet | @scoopit http://t.co/rosopfjvux,-1,191034625.0,en,  new #rhino? the heartbreaking #poaching epidemic you haven’t heard of yet |  ,-0.4588,-1,0.13636363636363635,1,-1
8.24e+17,2017: here are the 10 species closest to extinction @ibtimesuk @martha_rosamund #rhinos #vaquita #extinctioncrisis https://t.co/w5joiziuec https://t.co/tjd9l4jv3y,0,43194755.0,en,2017: here are the 10 species closest to extinction   #rhinos #vaquita #extinctioncrisis  ,0.0,0,0.0,0,0
7.92e+17,"justice for rhinos—when will it come?' #rhino #stoprhinopoaching 

https://t.co/7nomb39cli",-1,869959916.0,en,"justice for rhinos—when will it come? #rhino #stoprhinopoaching 

",0.5267,1,0.0,0,1
1.11e+18,"now through march 31, you can get up-close-and-personal with jody, a critically endangered black rhinoceros, during @buschgardens' rhino endangered species tour 🦏: https://t.co/5i86pyujfc https://t.co/2ysvnqianq",1,12356582.0,en,"now through march 31, you can get up-close-and-personal with jody, a critically endangered black rhinoceros, during  rhino endangered species tour 🦏:  ",0.0,0,-0.08333333333333333,-1,1
1.2e+18,watch: orphaned baby giraffe befriended by anti-poaching dog - the daily beast https://t.co/t0vaquux8q via @googlenews,1,47677431.0,en,watch: orphaned baby giraffe befriended by anti-poaching dog - the daily beast  via ,0.0,0,0.0,0,1
5.25e+17,"""the death of the rare creature ... leaves only six northern white rhinos left on earth"" ... http://t.co/tzq6hniael via @natgeo",-1,327932987.0,en,the death of the rare creature ... leaves only six northern white rhinos left on earth ...  via ,-0.5994,-1,0.075,1,-1
9.59e+17,2017 was another deadly year for african #rhinos. https://t.co/77yx1j9lqp,-1,18926099.0,en,2017 was another deadly year for african #rhinos. ,0.0,0,-0.1,-1,-1
3.12e+17,news:  sa and #vietnam to fight rhino poaching - independent online http://t.co/qbmst14deg,0,563455743.0,en,news:  sa and #vietnam to fight rhino poaching - independent online ,-0.3818,-1,0.0,0,1
9.96e+17,"the most illegally trafficked mammal in the world is not the #elephant or #rhino, but the #pangolin! in honor of #endangeredspeciesday, rt to spread the word about this #lesserknownendangeredspecies https://t.co/ahwitpmnof",-1,18651671.0,en,"the most illegally trafficked mammal in the world is not the #elephant or #rhino, but the #pangolin! in honor of #endangeredspeciesday,  to spread the word about this #lesserknownendangeredspecies ",0.68,1,-0.0625,-1,1
1.4e+18,"watch mount etna in italy erupt into the night sky with fiery balls of orange lava, a rhino at the denver zoo is celebrating his birthday by playing the piano, and more of today's top videos. https://t.co/ltvuswr3c6",1,17290551.0,en,"watch mount etna in italy erupt into the night sky with fiery balls of orange lava, a rhino at the denver zoo is celebrating his birthday by playing the piano, and more of todays top videos. ",0.6326,1,0.5,1,1
5.67e+17,rhino mother and child fine art print 16.5x10 by beckytylerart http://t.co/yiqjz1rrco via @etsy #smallbiz #etsy #drawing,0,551424946.0,en,rhino mother and child fine art print 16.5x10 by beckytylerart  via  #smallbiz #etsy #drawing,0.2023,1,0.4166666666666667,1,0
9.79e+17,giraffes / rhinos and pretty much everything else is sliding towards extinction because of us. it needs to stop now.. https://t.co/fr0rvgxbme,-1,1907601986.0,en,giraffes / rhinos and pretty much everything else is sliding towards extinction because of us. it needs to stop now.. ,0.25,1,0.225,1,1
1.01e+18,"rt @wcff_org: #rhino numbers in #ngorongoro increase. one under protection, nicknamed fausta, is believed to be one of the oldest in the wo…",0,612283149.0,en,"  #rhino numbers in #ngorongoro increase. one under protection, nicknamed fausta, is believed to be one of the oldest in the wo…",0.3182,1,0.0,0,0
4.04e+17,"deaths of rhinos by poaching are fast approaching a tipping point, with the number of endangered ... http://t.co/1hxl8r9xq7 via @newscomauhq",-1,9366272.0,en,"deaths of rhinos by poaching are fast approaching a tipping point, with the number of endangered ...  via ",0.0772,1,0.1,1,-1
1.06e+18,@_fournette summon your inner rhino and give every opponent the horn! 🦏👊,0,1.0578138727346912e+18,en, summon your inner rhino and give every opponent the horn! 🦏👊,0.0,0,0.0,0,0
1.52e+18,"""the governments of mozambique and south africa have announced plans to reintroduce rhino species to the zinave national park in southern mozambique which became extinct 40 years ago."" 
#rhinos #mozambique 
https://t.co/xkxlt5ikkk",0,9.058188253289267e+17,en,"the governments of mozambique and south africa have announced plans to reintroduce rhino species to the zinave national park in southern mozambique which became extinct 40 years ago. 
#rhinos #mozambique 
",0.0,0,-0.2,-1,1
3.95e+17,rt @cbcworldnews: hunters to bid on right to bag endangered rhino http://t.co/d1j7h9sueu,0,19001819.0,en,  hunters to bid on right to bag endangered rhino ,0.0,0,0.2857142857142857,1,-1
9.78e+17,"hey twitter stop saying ""the last white rhino died!!!"" sudan was the last male northern white rhino!! there's a small population of southern white rhinos left! and sudan's daughter and granddaughter, fatu and najin, are still alive and well in kenya! #whiterhino https://t.co/9ybpiprvml",1,2867804935.0,en,"hey twitter stop saying the last white rhino died!!! sudan was the last male northern white rhino!! theres a small population of southern white rhinos left! and sudans daughter and granddaughter, fatu and najin, are still alive and well in kenya! #whiterhino ",-0.5053,-1,-0.0125,0,-1
5.45e+17,thank you! rt @agcia87: i just supported the international rhino foundation by shopping @amazonsmile. #youshopamazongives @rhinosirf,1,9366272.0,en,thank you!   i just supported the international rhino foundation by shopping  #youshopamazongives ,0.6239,1,0.0,0,1
3.32e+17,"come #bowlforrhinos on saturday, may 11 from 6 to 9 p.m. to help raise money for wild rhinos. http://t.co/etpjaae0ej http://t.co/kapigvvnf0",1,45944023.0,en,"come #bowlforrhinos on saturday, may 11 from 6 to 9 p.m. to help raise money for wild rhinos.  ",0.4019,1,0.1,1,1
5.24e+17,there are now only 6 northern white rhinos on earth via @dodo https://t.co/jyhl3gxddo,-1,64216992.0,en,there are now only 6 northern white rhinos on earth via  ,0.0,0,0.0,0,-1
1.41e+18,rt @yahoonews: a group of researchers has found a new species of giant rhino from fossils dating back 26.5 million years in china. https://…,0,496521332.0,en,  a group of researchers has found a new species of giant rhino from fossils dating back 26.5 million years in china. ,0.0,0,0.04545454545454545,0,0
5.28e+17,rt @tanaweingartner: several things for you this morning: 1) how rare rhino's remains could help his endangered brethren. http://t.co/aimh5…,0,20276998.0,en,  several things for you this morning: 1) how rare rhinos remains could help his endangered brethren. ,0.4019,1,0.15,1,1
9.89e+17,@theaaes @jasosamd @sanzianar @susieqp8 @michaelyehmd @ucsfendosurg @endosurgsf @wshen16 @rebecca_sippel @mzeigermd @carmensolcar @daceyseib @gmdoherty @tracyswangnymke did you know you can get a painting made by a rhino in the colors of your choice from the @cincinnatizoo - including from an indian rhinoceros? i see endocrine surgeons flocking to cincy. great zoo not too far from the med school. https://t.co/lxkm8inwue  #rhinorembrandts https://t.co/jpof4tdp3d,0,3128058547.0,en,              did you know you can get a painting made by a rhino in the colors of your choice from the  - including from an indian rhinoceros? i see endocrine surgeons flocking to cincy. great zoo not too far from the med school.   #rhinorembrandts ,0.6249,1,0.45,1,0
6.27e+17,save africa's last rhinos from extinction http://t.co/9cnmieycvi,1,3238834748.0,en,save africas last rhinos from extinction ,0.4939,1,0.0,0,1
9.11e+17,rt @hans_taeubler: ibm’s iot #animalrights #animals #animalkingdom #protect #african #rhinos #wildlife #solution worldrhinoday ibmiot https…,0,8.005750026427841e+17,en,  ibm’s iot #animalrights #animals #animalkingdom #protect #african #rhinos #wildlife #solution worldrhinoday ibmiot https…,0.0,0,0.0,0,0
7.23e+17,"2 rhino poachers captured w/ .458 on glc mozambique/ kruger park border. now, how do you suppose they got a... https://t.co/3no4qx3ubi",1,27537378.0,en,"2 rhino poachers captured w/ .458 on glc mozambique/ kruger park border. now, how do you suppose they got a... ",0.0,0,0.0,0,1
1.35e+17,rt @helpanelephant: believe animals are safer in zoos than wild? http://t.co/ufjzvjwi french zoo's rhino surveillance against poachers,0,208145702.0,en,  believe animals are safer in zoos than wild?  french zoos rhino surveillance against poachers,0.4215,1,0.05,0,-1
1.02e+18,a pride of lions killed and ate a group of rhino poachers who broke into a wildlife reserve https://t.co/ugwmj0v03n via @yahoonews,1,956538030.0,en,a pride of lions killed and ate a group of rhino poachers who broke into a wildlife reserve  via ,-0.7096,-1,-0.2,-1,0
1.49e+18,"featured art of the day: ""the endangered rhino"". buy it at: https://t.co/8brdljwjss https://t.co/vbwprjueiw",0,8.415294177131764e+17,en,featured art of the day: the endangered rhino. buy it at:  ,0.0,0,0.0,0,0
7.33e+17,"watch: is a chainsaw the best tool to save africa's rhinos? https://t.co/8lxgypii5t
https://t.co/jrlred6dxi",0,17134268.0,en,"watch: is a chainsaw the best tool to save africas rhinos? 
",0.8126,1,1.0,1,0
7.4e+17,"respectfully .@potus

save our beloved #elephants from #extinction

pls✍🏻➕rt ▪️💗▪️#thankyou
💗https://t.co/6ebvmzfxfa https://t.co/hobadurw4p",1,361902109.0,en,"respectfully .

save our beloved #elephants from #extinction

pls✍🏻➕ ▪️💗▪️#thankyou
💗 ",0.8481,1,0.6,1,1
9.7e+17,"last male northern white rhino takes a walk despite illness
https://t.co/rq4uprv7e2",-1,9651842.0,en,"last male northern white rhino takes a walk despite illness
",0.3089,1,0.0,0,-1
1.08e+18,what's #zimwildtrade ? it's comprehensive plunder #wildlife #ivory #horn #zimbabweelephants #rhino #lions .. poaching hunting trading dead or alive .. leaving #zimbabwe destination #china via .@cites fraud 🇿🇼🐘🦏🦁pic https://t.co/hwxcuhnxy8,-1,2282470454.0,en,whats #zimwildtrade ? its comprehensive plunder #wildlife #ivory #horn #zimbabweelephants #rhino #lions .. poaching hunting trading dead or alive .. leaving #zimbabwe destination #china via . fraud 🇿🇼🐘🦏🦁pic ,-0.6705,-1,-0.05,0,-1
8.5e+17,jacob zuma: end rhino horn trade - sign the petition! https://t.co/tg7mbrhlsc via @change,0,977181163.0,en,jacob zuma: end rhino horn trade - sign the petition!  via ,0.0,0,0.0,0,1
3.99e+17,rt @tutticontenti: save the #rhino. kenya implanting #microchips in every rhino to fight poaching  http://t.co/hkzekvqdpr …,1,37048246.0,en,  save the #rhino. kenya implanting #microchips in every rhino to fight poaching   …,0.1531,1,0.0,0,1
1.21e+18,ohio zoo welcomes new baby rhino https://t.co/lrddwn8oiv https://t.co/wljtumipul,0,2067661.0,en,ohio zoo welcomes new baby rhino  ,0.4019,1,0.13636363636363635,1,1
6.17e+17,would-be rhino poacher caught before he had a chance to kill http://t.co/sre6sukhl6,1,1313295234.0,en,would-be rhino poacher caught before he had a chance to kill ,-0.5719,-1,0.0,0,0
1.27e+18,"suspicion of the involvement of militant extremists in poaching is always a concerning development.
'grenade, advanced kalashnikovs recovered from 3 hunters point to larger extremist network' #stoprhinopoaching #rhino  
https://t.co/fouqhyw7jp",0,9.058188253289267e+17,en,"suspicion of the involvement of militant extremists in poaching is always a concerning development.
grenade, advanced kalashnikovs recovered from 3 hunters point to larger extremist network #stoprhinopoaching #rhino  
",-0.1531,-1,0.2,1,-1
1.01e+18,oh dear 😆 bbc news - lions eat 'rhino poachers' on south african game reserve https://t.co/y5x6aj5sco,1,3410518295.0,en,oh dear 😆 bbc news - lions eat rhino poachers on south african game reserve ,0.3818,1,-0.2,-1,0
7.69e+17,desire to supply rhino horn drives manufacture of demand  https://t.co/dmdwefmwmz,-1,196764667.0,en,desire to supply rhino horn drives manufacture of demand  ,0.296,1,0.0,0,-1
7.32e+17,"the end of 2015 saw 1,175 rhinos killed by poachers in south africa alone. the continent-­‐wide numbers increased t… https://t.co/nimysbmqr5",-1,9366272.0,en,"the end of 2015 saw 1,175 rhinos killed by poachers in south africa alone. the continent-­‐wide numbers increased t… ",-0.6597,-1,-0.2,-1,-1
1.49e+18,"video: angry rhino chases conservationists who are forced to hide up a tree
https://t.co/972fkekjhm",-1,1.007725923720835e+18,en,"video: angry rhino chases conservationists who are forced to hide up a tree
",-0.7906,-1,-0.4,-1,-1
1.21e+18,"texas pack hounds charge to the rescue for rhinos in south africa, nabbing 145 poachers so far https://t.co/n4ju9287ft",1,4172291727.0,en,"texas pack hounds charge to the rescue for rhinos in south africa, nabbing 145 poachers so far ",0.5106,1,0.1,1,1
1.03e+18,"rt @eljohn88: #breakingnews #malaysia seizes a staggering 50 #rhino horns in klia postal centre, bound for hanoi, #vietnam #wildlifecrime h…",1,14314815.0,en,"  #breakingnews #malaysia seizes a staggering 50 #rhino horns in klia postal centre, bound for hanoi, #vietnam #wildlifecrime h…",0.0,0,0.0,0,1
7.13e+17,this is our latest elephant/rhino bag that is available. approximately 25000 elephants are killed in africa every... https://t.co/xvkqknifae,1,1117932379.0,en,this is our latest elephant/rhino bag that is available. approximately 25000 elephants are killed in africa every... ,-0.6705,-1,0.075,1,-1
9.97e+17,"@garebear20_ @jamesmelville lions, rhinos, and elephants and all endangered. and last time i checked you can’t eat any of them, that’s why it’s called trophy hunting you literally keep them as trophy’s",0,7.743902190678958e+17,en,"  lions, rhinos, and elephants and all endangered. and last time i checked you can’t eat any of them, that’s why it’s called trophy hunting you literally keep them as trophy’s",0.0,0,0.0,0,0
1.18e+18,"@andorbutfor an enormous lemur forest, black bears, brown bears, mexican grey wolves, a giant african savanna, an anaconda, two types of rhinos, a south american aviary..............",0,547397219.0,en," an enormous lemur forest, black bears, brown bears, mexican grey wolves, a giant african savanna, an anaconda, two types of rhinos, a south american aviary..............",0.0516,1,-0.030952380952380953,0,-1
1.2e+18,"scientists can now flood the black market for rhino horns with horsehair fakes. but conservation groups that study the rhino horn trade argue that fake alternatives are unlikely to end up preserving the endangered species, and could make the problem worse. https://t.co/fwntkbvpxj",0,1344951.0,en,"scientists can now flood the black market for rhino horns with horsehair fakes. but conservation groups that study the rhino horn trade argue that fake alternatives are unlikely to end up preserving the endangered species, and could make the problem worse. ",-0.9505,-1,-0.3916666666666666,-1,0
4.28e+17,@bbcnature where do you stand on the issue of allowing an endangered black rhino to be killed by trophy hunter? http://t.co/82jm8mkajt,0,148972672.0,en, where do you stand on the issue of allowing an endangered black rhino to be killed by trophy hunter? ,-0.6705,-1,-0.18333333333333335,-1,-1
5.78e+17,some good news this morning about an increase in greater one-horned rhino numbers - http://t.co/uimsvrnjse,1,896231238.0,en,some good news this morning about an increase in greater one-horned rhino numbers - ,0.7717,1,0.6,1,1
1.01e+18,the only one that needs a horn is a rhino https://t.co/8katiiicd7,0,9.738663587054756e+17,en,the only one that needs a horn is a rhino ,0.0,0,0.0,0,1
4.25e+17,rt @knowlegedgirl: some charities claim they use funds from trophy hunting to protect rhinos from poaching..obviously it is not working..ht…,-1,1349829794.0,en,  some charities claim they use funds from trophy hunting to protect rhinos from poaching..obviously it is not working..ht…,0.7003,1,0.0,0,-1
1.33e+18,a7: ...way to bring the sumatran rhino back from the brink is to relocate them to managed breeding facilities designed specifically for their care and propagation...(2/3),1,9366272.0,en,a7: ...way to bring the sumatran rhino back from the brink is to relocate them to managed breeding facilities designed specifically for their care and propagation...(2/3),0.4939,1,0.0,0,1
4.78e+17,.@tbcza geo-tagging by tourists is leading poachers to wildlife. please warn them to #turnoffyourgps http://t.co/wrn1ghliuc 2,0,281193355.0,en,. geo-tagging by tourists is leading poachers to wildlife. please warn them to #turnoffyourgps  2,0.2263,1,0.0,0,-1
9.63e+17,who killed this benevolent man who saved so many rhinos and elephants? a new lead. https://t.co/zobhuvydhp via @thedailybeast,-1,322234897.0,en,who killed this benevolent man who saved so many rhinos and elephants? a new lead.  via ,0.397,1,0.14545454545454545,1,-1
8.57e+17,kenya's last northern white rhino joins tinder https://t.co/3jckrfipwq via @huffpostweird,0,7.880624520134124e+17,en,kenyas last northern white rhino joins tinder  via ,0.0,0,0.0,0,0
7.72e+17,rhino killer sues airline because he wants to bring his victims home https://t.co/d57bywutmf,-1,4003432573.0,en,rhino killer sues airline because he wants to bring his victims home ,-0.765,-1,0.2,1,0
1.51e+18,"the rhino had been at the zoo since 2009, and passed at age 25. https://t.co/m5tf7r8vjz",0,24432463.0,en,"the rhino had been at the zoo since 2009, and passed at age 25. ",0.0,0,0.0,0,0
1.26e+18,"rt @stweeytcat: these birds have been found to warn rhinos of poaching—and it could help protect the species

teamwork makes the dream work…",1,2630307154.0,en,"  these birds have been found to warn rhinos of poaching—and it could help protect the species

teamwork makes the dream work…",0.7096,1,0.0,0,1
9.85e+17,rt @globalelephants: photos capture confrontation in a  south african national park. although outnumbered by the herd of 15 #elephants the…,0,4115328674.0,en,  photos capture confrontation in a  south african national park. although outnumbered by the herd of 15 #elephants the…,-0.3182,-1,0.0,0,0
1.23e+18,"the forest department personnel managed to chase it back to the national park with the help of local villagers.' #rhino 
https://t.co/jgrxtnmz62",1,9.058188253289267e+17,en,"the forest department personnel managed to chase it back to the national park with the help of local villagers. #rhino 
",0.4019,1,0.0,0,1
1.37e+18,"""the lodge, sharing a border with the kruger national park, was burned down on january 31 and a case of arson is being investigated."" #rhino #conservation #southafrica #rhinofriday 
https://t.co/3o8s89kdtz",-1,9.058188253289267e+17,en,"the lodge, sharing a border with the kruger national park, was burned down on january 31 and a case of arson is being investigated. #rhino #conservation #southafrica #rhinofriday 
",0.4215,1,-0.15555555555555556,-1,1
1.24e+18,"@breakingnorfolk @colonelkek45 @erincohan @liz_cheney @anncoulter the chinese are the reason so many animals are on the brink of extinction.

the want rhino horn, tiger penis and other exotic animal parts for their “medicinal” use.

they are incredibly stupid.",-1,16632562.0,en,"     the chinese are the reason so many animals are on the brink of extinction.

the want rhino horn, tiger penis and other exotic animal parts for their “medicinal” use.

they are incredibly stupid.",-0.5256,-1,0.015000000000000013,0,-1
9.76e+17,"@muttscomics yes, now that rhino species is extinct. sudan rip - you were a beautiful animal and will be missed.",-1,7.127595733045985e+17,en," yes, now that rhino species is extinct. sudan rip - you were a beautiful animal and will be missed.",0.6597,1,0.22499999999999998,1,-1
9.49e+17,rt @saveanimals: chad has done amazing work to save the african rhino! https://t.co/umkqbftheq,1,3022761022.0,en,  chad has done amazing work to save the african rhino! ,0.807,1,0.30000000000000004,1,1
6.82e+17,"crime blotter: elephant ivory, rhino horn, a giraffe skull, and more https://t.co/qr7ursq6wj via @natgeo",0,2918023842.0,en,"crime blotter: elephant ivory, rhino horn, a giraffe skull, and more  via ",-0.5423,-1,0.5,1,0
1.04e+18,you know what would be really cool sean is to train those dogs that they eat in china to smell out rhino horn and you know the rest of the story,1,9.738663587054756e+17,en,you know what would be really cool sean is to train those dogs that they eat in china to smell out rhino horn and you know the rest of the story,0.3804,1,0.35,1,0
8.49e+17,south africa may legalize rhino horn trade. sign our petition to say no to this proposal! https://t.co/sddsmz8mp3,-1,1611685627.0,en,south africa may legalize rhino horn trade. sign our petition to say no to this proposal! ,-0.3595,-1,0.0,0,1
5.29e+17,@mlynnfryer do you know about them? @heartgiraffes: become a member and keep a rhino alive. sanwild needs funding.  http://t.co/69slgpeiq1,0,15608392.0,en, do you know about them?  become a member and keep a rhino alive. sanwild needs funding.  ,0.3818,1,0.1,1,1
9.25e+17,"baby rhino picks fight with car, changes mind - national geographic https://t.co/3kgxeto4aw",1,3007401576.0,en,"baby rhino picks fight with car, changes mind - national geographic ",-0.3818,-1,0.0,0,0
1.61e+18,"@notabbwlover i'll check my local arab market. discount store around the corner from me sells rhino pills for like $2.50 a pop, though https://t.co/1dqorcim5p",-1,21399864.0,en," ill check my local arab market. discount store around the corner from me sells rhino pills for like $2.50 a pop, though ",-0.0772,-1,-0.25,-1,-1
1.37e+18,@senrik6 @lillyajarova @sudantherhino @ugwildlife @hodilu @citysfelephants @planet_rhino how did nandi die?,-1,9.738663587054756e+17,en,       how did nandi die?,-0.5994,-1,0.0,0,-1
9.79e+17,"rt @animalworksaust: miniature wildlife warriors! unlike sniffer dogs, the african giant pouched rat can squeeze into very tight spaces - c…",1,18471312.0,en,"  miniature wildlife warriors! unlike sniffer dogs, the african giant pouched rat can squeeze into very tight spaces - c…",0.0,0,-0.07738095238095238,-1,0
2.91e+17,#kipronokws 19 elephants and 4 rhinos killed in january 2013,-1,202059210.0,en,#kipronokws 19 elephants and 4 rhinos killed in january 2013,-0.6705,-1,-0.2,-1,-1
1.56e+18,"6. conservation. i honestly didn’t know how bad the situation is for rhinos right now in the world. the deeper i have gone, and the more i have heard, the more reasons i found for this thread to be written, and for this project to happen.",-1,1.482426599907762e+18,en,"6. conservation. i honestly didn’t know how bad the situation is for rhinos right now in the world. the deeper i have gone, and the more i have heard, the more reasons i found for this thread to be written, and for this project to happen.",-0.128,-1,0.23714285714285718,1,-1
5.89e+17,"northern white rhinos guarded as 1 male left worldwide: 
    
 http://t.co/21ghwz7jfk #latest",-1,336041336.0,en,"northern white rhinos guarded as 1 male left worldwide: 
    
  #latest",0.0,0,0.18,1,-1
1.01e+18,meet akeno the baby rhino at chester zoo https://t.co/cdqyglpi8k),0,15251890.0,en,meet akeno the baby rhino at chester zoo ,0.0,0,0.0,0,1
1e+18,rt @sweetpurplejune: @rhino_records @thecarsband this makes me giddy. #nationalcarsday,1,64300871.0,en,    this makes me giddy. #nationalcarsday,-0.1531,-1,0.0,0,1
9.01e+17,"rt @trtworld: animal rights activists find the first online auction for rhino horns ""outrageous"" https://t.co/9iani5slul",-1,274893674.0,en,  animal rights activists find the first online auction for rhino horns outrageous ,-0.4588,-1,-0.375,-1,-1
6.95e+17,".@wuvva @joewertz @usatoday ty. it's very difficult. every animal matters. hissing cockroach, koi, rhino, goat, toad. #wecare #morethanazoo",0,38246445.0,en,".   ty. its very difficult. every animal matters. hissing cockroach, koi, rhino, goat, toad. #wecare #morethanazoo",-0.024,0,-0.65,-1,0
3.49e+17,baby #rhino whose mother was killed by poachers is now flourishing in india's manas national park http://t.co/o1rj88upg8,1,16029780.0,en,baby #rhino whose mother was killed by poachers is now flourishing in indias manas national park ,-0.6705,-1,-0.2,-1,-1
4.36e+17,"amazing african animals: the rhino beelte, the third of africa's little 5. the rhino beetle is a large insect... http://t.co/kgr1eqjn66",1,50090051.0,en,"amazing african animals: the rhino beelte, the third of africas little 5. the rhino beetle is a large insect... ",0.5859,1,0.1253571428571429,1,1
1.04e+18,happy world rhino day! please help protect these incredible creatures. punish poachers to the max! #worldrhinoday #rhinoconservation #wildlifeisprecious #savewildlife #nopoaching… https://t.co/fycq3oa7wh,1,57772977.0,en,happy world rhino day! please help protect these incredible creatures. punish poachers to the max! #worldrhinoday #rhinoconservation #wildlifeisprecious #savewildlife #nopoaching… ,0.8168,1,1.0,1,1
4.72e+17,this is a big blow to rhino horn trafficking in the u.s. http://t.co/dg3cz7ceqn,1,1604444052.0,en,this is a big blow to rhino horn trafficking in the u.s. ,0.0,0,0.0,0,1
6.32e+17,"state media: police in vietnam seize more than 1,500 pounds of rhino horns, elephant tusks believed to have origin… http://t.co/8y7alwi0sv",1,2734103126.0,en,"state media: police in vietnam seize more than 1,500 pounds of rhino horns, elephant tusks believed to have origin… ",0.0,0,0.5,1,1
1.44e+18,"rt @potterparkzoo: celebrate red pandas saturday, sept. 18 at potter park zoo! a number of fun family activities will be available alongsid…",1,542672025.0,en,"  celebrate red pandas saturday, sept. 18 at potter park zoo! a number of fun family activities will be available alongsid…",0.8221,1,0.2333333333333333,1,1
1.12e+18,rt @emilyspartz: .⁦@greatplainszoo⁩ is the best! charlie loves exploring all the animals! #rhino #zoo #siouxfalls ⁦@tomweerheim⁩ https://t.…,1,302019676.0,en,  .⁦ is the best! charlie loves exploring all the animals! #rhino #zoo #siouxfalls ⁦ ,0.8585,1,1.0,1,1
